"ID","名前","カテゴリ","説明文","レア度","基準レベル","価格","通常効果","軌道効果","攻撃力","ダメージ種別","掘削力","耐久力","重さ","画像番号","地面角度","リング角度","特殊タグ","効果テキスト","ST_C1","ST_R1","ST_S1","ST_C2","ST_R2","ST_S2","ST_C3","ST_R3","ST_S3","JK_C1","JK_R1","JK_S1","JK_C2","JK_R2","JK_S2","JK_C3","JK_R3","JK_S3","SC_C1","SC_R1","SC_S1","SC_C2","SC_R2","SC_S2","SC_C3","SC_R3","SC_S3","AS_C1","AS_R1","AS_S1","AS_C2","AS_R2","AS_S2","AS_C3","AS_R3","AS_S3","AS_C4","AS_R4","AS_S4","AS_C5","AS_R5","AS_S5","AS_C6","AS_R6","AS_S6","AS_C7","AS_R7","AS_S7","AS_C8","AS_R8","AS_S8","AS_C9","AS_R9","AS_S9"
"treasure_chili_bottle","唐辛子瓶","宝","真っ赤な粉の入った瓶。割れると辛味より先に火が噴き出す。","5","9","570","none","area:flame_burst:1:0;item:break_glass_shards:1:0;terrain:dig:1:0","2","fire","1","12","0.25","182","0","outward","treasure,glass,fire,fragile,small,vessel,bottle,pepper,contact_damage","敵に火ダメージ（攻撃力2）｜割れる/当たると炎が出る｜壊れるとガラス片が散る｜土を掘れる（掘削力1）","","","7","","","11","9","14","11","9","9","5","4","3","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"treasure_alarm_clock","目覚まし時計","宝","けたたましく鳴る時計。眠っている相手に当てたくなるうるささ。","5","12","650","none","enemy:sleeping_bonus_damage:3:0;enemy:status_stun:1:0.8;terrain:dig:1:0","3","blunt","1","35","0.35","183","0","fixed","treasure,metal,timepiece,noisy,small,contact_damage,trinket,resonant","敵に打撃ダメージ（攻撃力3）｜寝ている敵に大ダメージ（3倍）｜通常敵を短く気絶させる（0.8秒）｜土を掘れる（掘削力1）","","","","","","7","","","11","12","14","9","9","9","5","4","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"treasure_trampoline","トランポリン","宝","弾む布の台。地上の敵を跳ね上げるが、飛んでいる相手にはありがたみが薄い。","6","19","980","none","enemy:bounce_grounded:1:0;enemy:fall_damage_synergy:1:0;terrain:dig:2:0","4","blunt","2","95","2.6","184","0","fixed","treasure,cloth,metal,large,contact_damage,soft,elastic","敵に打撃ダメージ（攻撃力4）｜地上敵を跳ね上げる｜落下ダメージと相性がよい｜土を掘れる（掘削力2）","","","","","","","","","","","","10","","11","13","10","15","11","8","9","5","3","3","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"treasure_bucket","バケツ","宝","水の残ったバケツ。回るたび外へ水を放ち、炎や電気との組み合わせを誘う。","3","4","290","none","area:water_shot_emitter:1.2:12;terrain:dig:2:0","4","blunt","2","50","0.7","185","0","fixed","treasure,metal,water,medium,vessel,contact_damage","敵に打撃ダメージ（攻撃力4）｜土を掘れる（掘削力2）｜一定間隔で外側へ水弾を放ち、当たった敵を水濡れにする（12秒）","","11","9","14","12","7","11","8","4","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"treasure_power_plug","コンセント","宝","抜けたまま火花を散らすコンセント。濡れた敵に当てると特に危ない。","6","18","860","none","enemy:shock_wet:1:4;area:conduct_water_puddle:1:4;terrain:dig:1:0","5","thunder","1","45","0.18","186","0","outward","treasure,metal,thunder,small,mechanical,contact_damage","敵に雷ダメージ（攻撃力5）｜水濡れ敵だけ感電させる（4秒）｜感電した敵に触れたキャラも感電する（4秒）｜水たまりに伝導する｜土を掘れる（掘削力1）","","","","","","","","","","","","11","","13","13","11","15","10","7","7","4","2","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"treasure_glue_bottle","接着剤のビン","宝","強力な接着剤のビン。割れると足元にまとわりつき、敵の移動を鈍らせる。","4","8","420","none","enemy:status_glued:0.45:6;item:break_glass_shards:1:0;terrain:dig:1:0","2","blunt","1","12","0.3","187","0","outward","treasure,glass,fragile,small,vessel,bottle,glue,contact_damage","敵に打撃ダメージ（攻撃力2）｜割れて敵を接着状態にする（6秒）｜壊れるとガラス片が散る｜土を掘れる（掘削力1）","","","8","","10","10","12","14","9","8","6","3","3","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"treasure_candle","ろうそく","宝","小さなろうそく。松明ほど頼れないが、暗い場所ではないよりまし。","2","2","160","none","area:light:3:0","2","fire","0","20","0.12","188","0","fixed","treasure,fire,light_source,small,wax,contact_damage","敵に火ダメージ（攻撃力2）｜周囲を少し照らす","15","12","7","15","9","4","7","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"treasure_wind_chime","風鈴","宝","涼しげな音を鳴らすガラスの風鈴。ぶつかった瞬間だけ場違いな音が響く。","3","5","320","none","orbit:hit_sound:3:0;item:break_glass_shards:1:0;terrain:dig:1:0","2","magic","1","9","0.12","189","0","fixed","treasure,glass,fragile,noisy,small,contact_damage,hollow,resonant","敵に魔法ダメージ（攻撃力2）｜当たると専用の音が鳴る｜壊れるとガラス片が散る｜土を掘れる（掘削力1）","","10","9","13","13","8","13","10","5","3","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"treasure_rotten_meat","腐った肉","宝","ひどい匂いの肉片。リングに入れていると、うじウジが寄ってきやすくなる。","3","4","230","none","ring:spawn_bias_maggot:1.6:0","2","blunt","0","13","0.25","190","0","fixed","treasure,food,small,meat,smelly,contact_damage","敵に打撃ダメージ（攻撃力2）｜リングに入れていると、うじウジ系が出現しやすくなる","","11","9","14","12","7","11","8","4","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"treasure_magic_incense","魔力のお香","宝","甘い魔力を含んだお香。リングに入れていると、ゴースト系が漂ってきやすくなる。","5","18","820","none","ring:spawn_bias_ghost:1.5:0;area:light:2:0","3","magic","0","30","0.2","191","0","fixed","treasure,magic,small,incense,contact_damage","敵に魔法ダメージ（攻撃力3）｜リングに入れていると、ゴースト系が出現しやすくなる｜周囲をかすかに照らす","","","","","","","","","","","","10","","13","11","12","14","9","7","7","3","2","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"item_staff_apprentice_witch","見習い魔女の杖","杖","見習い魔女が扱いやすいように作られた、軽く素直な杖。","1","1","200","equip_all:[ring_speed_mul,ring_radius_mul]:[1.04,1.04]:0","none","2","magic","1","120","0.7","1001","-25","outward","staff,equipment_staff,wand,wood","敵に魔法ダメージ（攻撃力2）｜装備中:全リング速度+4%｜装備中:全リング半径+4%","31","38","30","24","24","16","10","9","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"item_staff_starlight","星灯りの杖","杖","先端に小さな星灯りをともす杖。暗い坑道で頼りになる。","2","3","320","equip_all:light_radius_mul:1.20:0","area:light:2:0","3","magic","0","115","0.6","1002","-25","outward","staff,equipment_staff,wand,wood,light_source","敵に魔法ダメージ（攻撃力3）｜装備中:光源範囲+20%｜リング搭載時:弱い光源になる","22","41","44","28","38","30","18","19","14","2","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"item_staff_moon","ムーンスタッフ","杖","月の輪のように、スペルリングを少し大きく広げる杖。","3","5","450","equip_all:ring_radius_mul:1.10:0","orbit:orbit_antigravity:1.08:0","4","magic","1","130","0.9","1003","-25","outward","staff,equipment_staff,standard_staff,wood","敵に魔法ダメージ（攻撃力4）｜装備中:全リング半径+10%｜リング搭載時:軌道が少し外へ広がる","","34","53","24","45","47","24","34","28","5","6","5","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"item_staff_breeze_wand","ブリーズワンド","杖","軽い風をまとい、リングの回転を速める小杖。","3","5","460","equip_all:ring_speed_mul:1.10:0","orbit:orbit_speed:1.07:0","4","wind","0","125","0.5","1004","-25","outward","staff,equipment_staff,wand,wood,wind","敵に風ダメージ（攻撃力4）｜装備中:全リング速度+10%｜リング搭載時:軌道速度+7%","","34","53","24","45","47","24","34","28","5","6","5","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"item_staff_lift","リフトスタッフ","杖","重い道具を少しだけ持ち上げ、リングに乗せやすくする杖。","3","7","510","equip_all:ring_weight_limit_add:2.0:0","orbit:orbit_gravity:0.94:0","4","magic","0","150","1.1","1005","-25","outward","staff,equipment_staff,standard_staff,wood","敵に魔法ダメージ（攻撃力4）｜装備中:全リング重量上限+2.0kg｜リング搭載時:軌道が少しまとまる","","","47","","40","53","26","44","41","12","15","11","3","4","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"item_staff_earth","大地の杖","杖","地面の割れ目を読み、掘る手つきを助ける古い杖。","3","6","510","equip_all:[dig_power_mul,ring_shift_distance_mul]:[1.10,1.05]:0","terrain:dig:4:0","4","earth","4","155","1","1006","-25","outward","staff,equipment_staff,standard_staff,wood,earth,dig_tool","敵に土ダメージ（攻撃力4）｜装備中:掘削力+10%｜装備中:リングずらし距離+5%｜リング搭載時:掘削補助","","","51","21","44","51","26","40","35","8","10","8","2","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"item_staff_scrap_iron","廃鉄スタッフ","杖","魔導廃棄層で組み直された、重い道具を支える鉄混じりの杖。","4","12","810","equip_all:ring_weight_limit_add:3.0:0","orbit:orbit_power:1.08:0","7","blunt","1","175","1.6","1007","-25","outward","staff,equipment_staff,standard_staff,metal,heavy,contact_damage","敵に打撃ダメージ（攻撃力7）｜装備中:全リング重量上限+3.0kg｜リング搭載時:軌道出力+8%","","","","","","39","","","58","24","47","47","19","29","24","7","10","9","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"item_staff_magnetic","磁力の杖","杖","金属の道具を引き寄せ、重さの扱いを少し楽にする杖。","4","13","850","equip_all:metal_weight_penalty_mul:0.70:0","orbit:orbit_gravity:0.90:0","5","thunder","0","160","1","1008","-25","outward","staff,equipment_staff,standard_staff,metal,thunder","敵に雷ダメージ（攻撃力5）｜装備中:金属系アイテムの重量ペナルティ軽減｜リング搭載時:軌道がまとまる","","","","","","","","","53","22","48","53","22","36","32","11","16","13","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"item_staff_reflect_rod","リフレクトロッド","杖","弾き返したものに、もう一度だけ勢いを乗せる反射杖。","5","15","1010","equip_all:[reflect_power_mul,reflect_chance_add]:[1.20,5]:0","projectile:reflect_physical_chance:15:0","5","magic","0","155","0.9","1009","-25","outward","staff,equipment_staff,rod,magic,projectile_counter","敵に魔法ダメージ（攻撃力5）｜装備中:反射弾威力+20%｜装備中:反射確率+5%｜リング搭載時:低確率で物理弾を反射","","","","","","","","","44","","45","68","21","49","52","17","31","27","4","7","6","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"item_staff_shield_star_rod","盾星のロッド","杖","小さな盾星を散らし、防御道具の守りを広げるロッド。","5","15","1050","equip_all:guard_area_mul:1.15:0","projectile:guard:1:0","5","magic","0","180","1.2","1010","-25","outward","staff,equipment_staff,rod,magic,shield,guard_projectile","敵に魔法ダメージ（攻撃力5）｜装備中:防御系判定+15%｜リング搭載時:弾を防ぐ","","","","","","","","","44","","45","68","21","49","52","17","31","27","4","7","6","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"item_staff_eight_rod","エイトロッド","杖","8の字軌道に魔力を通し、第二リングを大きく強めるロッド。","6","17","1270","equip_ring2:[ring_speed_mul,ring_radius_mul,ring_weight_limit_add]:[1.22,1.12,2.0]:0","orbit:[orbit_speed,orbit_power]:[1.08,1.04]:0","6","magic","0","175","0.8","1011","-25","outward","staff,equipment_staff,rod,ring2_focus,magic","敵に魔法ダメージ（攻撃力6）｜装備中:リング2速度+22%｜装備中:リング2半径+12%｜装備中:リング2重量上限+2.0kg｜リング搭載時:軌道速度+8%","","","","","","","","","","","","72","15","52","72","19","47","48","9","17","16","2","4","4","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"item_staff_waste_lamp","廃灯のスタッフ","杖","燃え尽きない廃灯を先端につけた、防御寄りの重いスタッフ。","6","18","1350","equip_ring2:[ring_weight_limit_add,guard_area_mul,light_radius_mul,ring_speed_mul]:[5.0,1.15,1.15,0.97]:0","area:light:3:0;projectile:guard:1:0","8","magic","0","220","1.8","1012","-25","outward","staff,equipment_staff,standard_staff,ring2_focus,light_source,shield,guard_projectile,heavy","敵に魔法ダメージ（攻撃力8）｜装備中:リング2重量上限+5.0kg｜装備中:リング2防御判定+15%｜装備中:リング2光源範囲+15%｜装備中:リング2速度-3%｜リング搭載時:光源兼ガード","","","","","","","","","","","","66","","47","75","19","52","58","12","25","22","4","7","7","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"item_staff_star_reader_great","星詠みの大杖","杖","星の流れを読む大杖。隠れた宝や危険の気配を拾いやすい。","6","23","1650","equip_all:[detect_range_mul,light_radius_mul]:[1.25,1.15]:0","area:[detect_treasure,light]:[6,3]:0","6","magic","0","200","1.4","1013","-25","outward","staff,equipment_staff,great_staff,hidden_detector,treasure_detector,light_source","敵に魔法ダメージ（攻撃力6）｜装備中:探知範囲+25%｜装備中:光源範囲+15%｜リング搭載時:宝探知と光源","","","","","","","","","","","","","","","48","","","72","18","54","66","18","41","39","9","17","16","6","12","10","6","11","9","5","10","8","5","9","7","4","8","7","4","7","6","3","6","5","3","5","4","2","4","3"
"item_staff_gravity","グラビティスタッフ","杖","リング上の道具を落ち着かせ、重い構成を安定させる杖。","6","24","1650","equip_all:[ring_weight_limit_add,ring_anchor_mul]:[2.0,1.12]:0","orbit:orbit_gravity:0.88:0","9","magic","0","220","1.6","1014","-25","outward","staff,equipment_staff,standard_staff,heavy,magic","敵に魔法ダメージ（攻撃力9）｜装備中:全リング重量上限+2.0kg｜装備中:軌道安定+12%｜リング搭載時:軌道が強くまとまる","","","","","","","","","","","","","","","","","","66","15","52","72","19","47","48","12","25","22","9","18","15","8","16","13","8","15","12","7","13","11","6","12","10","5","10","9","5","9","7","4","7","6","3","6","5"
"item_staff_wing","ウィングスタッフ","杖","羽のようにリングを広げ、投げたリングの戻りも少し軽くする杖。","7","25","1800","equip_all:[ring_radius_mul,ring_return_speed_mul]:[1.16,1.10]:0","orbit:orbit_antigravity:1.12:0","7","wind","0","185","0.8","1015","-25","outward","staff,equipment_staff,standard_staff,wind","敵に風ダメージ（攻撃力7）｜装備中:全リング半径+16%｜装備中:リング戻り速度+10%｜リング搭載時:軌道が外へ広がる","","","","","","","","","","","","","","","","","","63","","50","82","17","55","63","13","34","33","11","26","23","10","24","21","9","22","19","8","20","17","7","18","15","6","15","13","5","13","11","5","11","10","4","9","8"
"item_staff_comet_rod","彗星のロッド","杖","リング投げに強い推進力を与えるロッド。外すと少し隙ができる。","7","27","1960","equip_all:[ring_throw_distance_mul,ring_throw_speed_mul,ring_throw_cooldown_mul]:[1.30,1.20,1.08]:0","orbit:[damage_speed,orbit_speed]:[1.10,1.05]:0","7","magic","0","200","1","1016","-25","forward","staff,equipment_staff,rod,magic","敵に魔法ダメージ（攻撃力7）｜装備中:リング投げ距離+30%｜装備中:リング投げ速度+20%｜装備中:リング投げクールダウン+8%｜リング搭載時:速度依存ダメージ補正","","","","","","","","","","","","","","","","","","","","","78","13","55","78","17","50","53","16","44","40","15","40","37","13","36","33","12","33","30","11","29","27","9","25","23","8","22","20","7","18","17","5","15","13"
"item_staff_meteor_wand","メテオワンド","杖","第三リングを決戦用の流星軌道へ近づける強力なワンド。","8","29","2310","equip_ring3:[ring_speed_mul,ring_radius_mul,ring_throw_distance_mul,ring_output_mul]:[1.18,1.18,1.25,1.08]:0","orbit:[orbit_power,damage_speed]:[1.08,1.08]:0","8","magic","0","215","0.9","1017","-25","forward","staff,equipment_staff,wand,ring3_focus,magic","敵に魔法ダメージ（攻撃力8）｜装備中:リング3速度+18%｜装備中:リング3半径+18%｜装備中:リング3投げ距離+25%｜装備中:リング3出力+8%｜リング搭載時:高威力","","","","","","","","","","","","","","","","","","","","","69","","45","89","13","59","78","15","59","64","14","54","59","12","49","54","11","44","48","10","39","43","9","34","38","7","29","32","6","24","27","5","20","21"
"item_staff_first_star","始まりの星杖","杖","最初のリングにだけ強く反応する、原点回帰の星杖。","7","26","2020","equip_ring1:[ring_speed_mul,ring_radius_mul,ring_weight_limit_add]:[1.12,1.12,2.0]:0","orbit:[orbit_speed,orbit_power]:[1.05,1.05]:0","7","magic","1","200","1","1018","-25","outward","staff,equipment_staff,standard_staff,ring1_focus,magic","敵に魔法ダメージ（攻撃力7）｜装備中:リング1速度+12%｜装備中:リング1半径+12%｜装備中:リング1重量上限+2.0kg｜リング搭載時:軌道速度と出力を少し強化","","","","","","","","","","","","","","","","","","53","","43","82","16","57","72","16","43","43","14","35","31","12","32","28","11","29","26","10","26","23","9","23","21","8","20","18","7","18","15","6","15","13","5","12","10"
"item_staff_monica_observation","モニカの観測ワンド","杖","モニカが観測用に調整したワンド。危険と宝の気配を読みやすい。","6","18","0","equip_all:[detect_range_mul,danger_hint_level,light_radius_mul]:[1.25,1.0,1.10]:0","area:[detect_treasure,light]:[5,2]:0","5","magic","0","170","0.7","1019","-25","outward","staff,equipment_staff,wand,event_reward,hidden_detector,treasure_detector,light_source","敵に魔法ダメージ（攻撃力5）｜装備中:探知範囲+25%｜装備中:危険予兆が見やすい｜装備中:光源範囲+10%｜リング搭載時:探知と弱い光源","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"item_staff_paula_price","ポーラの値札スタッフ","杖","商人ポーラが値札を結びつけたスタッフ。宝の価値に敏感。","6","18","0","equip_all:[sell_price_mul,money_visible_level]:[1.10,1.0]:0","enemy:coin_drop_chance:5:0","5","magic","0","150","0.8","1020","-25","outward","staff,equipment_staff,standard_staff,event_reward,money","敵に魔法ダメージ（攻撃力5）｜装備中:売却価格+10%｜装備中:お金を見つけやすい｜リング搭載時:敵に当てると低確率で小銭追加","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"item_staff_ines_repair","イネスの補修ロッド","杖","加工職人イネスが補修術式を仕込んだロッド。道具を長持ちさせる。","6","18","0","equip_all:durability_cost_mul:0.80:0","projectile:guard:1:0","6","magic","0","230","1.1","1021","-25","outward","staff,equipment_staff,rod,event_reward,shield,guard_projectile","敵に魔法ダメージ（攻撃力6）｜装備中:リング搭載アイテムの耐久消費-20%｜リング搭載時:高耐久の防御棒","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"item_staff_astral_wand","アストラルワンド","杖","星間廃坑の奥で見つかる、探索に特化した星間のワンド。","9","55","4570","equip_all:[ring_radius_mul,light_radius_mul,detect_range_mul]:[1.20,1.25,1.20]:0","area:[light,detect_treasure]:[6,6]:0","9","magic","0","230","1","1022","-25","outward","staff,equipment_staff,wand,rogue_only,light_source,treasure_detector","敵に魔法ダメージ（攻撃力9）｜装備中:全リング半径+20%｜装備中:光源範囲+25%｜装備中:探知範囲+20%｜リング搭載時:強い光源と宝探知","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","","","90","","63","90","11","81","90","7","38","53","1","4","5"
"item_staff_dragon_throat","竜喉のスタッフ","杖","星脈竜の咆哮のような魔力を宿す、戦闘特化のスタッフ。","10","60","5860","equip_all:[ring_output_mul,ring_damage_speed_mul]:[1.18,1.15]:0","orbit:[orbit_power,damage_speed]:[1.18,1.15]:0","15","magic","0","270","2","1023","-25","forward","staff,equipment_staff,standard_staff,rogue_only,heavy,magic","敵に魔法ダメージ（攻撃力15）｜装備中:全リング出力+18%｜装備中:速度依存ダメージ補正+15%｜リング搭載時:高攻撃・高出力","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","","53","90","8","88","90","6","40","57"
"item_staff_guardian_star_great","守護星の大杖","杖","守護星の光に近い、守りと重量制御に優れた最深層の大杖。","10","62","6480","equip_all:[ring_weight_limit_add,guard_area_mul,ring_radius_mul,light_radius_mul]:[5.0,1.15,1.10,1.20]:0","area:light:5:0;projectile:guard:1:0;orbit:orbit_gravity:0.90:0","12","magic","1","310","2.2","1024","-25","outward","staff,equipment_staff,great_staff,rogue_only,light_source,shield,guard_projectile,heavy","敵に魔法ダメージ（攻撃力12）｜装備中:全リング重量上限+5.0kg｜装備中:防御系判定+15%｜装備中:全リング半径+10%｜装備中:光源範囲+20%｜リング搭載時:光源兼ガード","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57","","","90","","77","90","8","66","90"
"item_capture_net","虫とりアミ","探索","リングに乗せて敵に当てると捕獲を試みるアミ。判定ごとに耐久を消費する。","1","1","130","none","enemy:capture_net:1.00:0.75","0","none","0","20","0.8","193","-25","outward","mesh,wood,medium","リング接触時、敵の捕獲を試みる｜判定時に耐久を1消費","61","36","14","48","23","7","19","8","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"item_super_capture_net","スーパー虫とりアミ","探索","丈夫で目の細かい捕獲用のアミ。普通のアミより捕獲しやすく、再判定も少し早い。","4","13","460","none","enemy:capture_net:1.35:0.60","0","none","0","40","0.9","194","-25","outward","mesh,wood,medium","リング接触時、敵の捕獲を試みる｜捕獲率上昇｜判定時に耐久を1消費","","","","","","","","","24","44","45","24","44","34","15","22","15","6","3","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"item_hyper_capture_net","ハイパー虫とりアミ","探索","軽くて強い最高級の捕獲用アミ。捕獲しやすく、短い間隔で再判定できる。","8","25","970","none","enemy:capture_net:1.80:0.50","0","none","0","65","1","195","-25","outward","mesh,wood,medium","リング接触時、敵の捕獲を試みる｜捕獲率大きく上昇｜再判定が早い｜判定時に耐久を1消費","","","","","","","","","","","","","","","","","","32","","49","41","29","54","32","23","34","16","19","26","11","17","24","10","16","22","10","14","20","9","12","17","8","11","15","7","9","13","6","8","11","5","6","9","4"
"item_mineuchi_sword","みねうちの剣","武器","剣の先が峰になっている斬新な剣。敵に小ダメージを与えるが、とどめを刺さない。","2","4","280","none","enemy:nonlethal_hit:1:0","6","blunt","1","75","1.3","192","-25","outward","weapon,metal,blade,medium","敵に打撃ダメージ（攻撃力6）｜敵にとどめを刺さない","","56","51","55","62","39","44","39","20","6","5","3","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"item_magnifying_glass","虫眼鏡","探索","小さなものを大きく見るための道具。リングに乗せて敵に当てると、モンスターの詳細を記録できる。","1","2","130","none","enemy:inspect_enemy:1.00:0.75","0","none","0","30","0.4","196","0","outward","glass,metal,fragile,small","リング接触時、モンスターの詳細を記録する","57","37","16","57","28","9","28","12","4","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
